gen,net_size,D,II,segII,nu,HS,HT,GST,RI,RI_max,RI_max_free,N,r,stp,Ne,Sim,U,NU
180,11624,0.061,0.54,0.01,0.553,0.032,0.061,0.482,0,0.08,0.16,50,Free,2,23.138,759,0.1,5.0
214,12008,0.095,1.82,0.2,0.515,0.047,0.092,0.49,0,0.12,0.48,50,Free,3,23.138,759,0.1,5.0
228,12161,0.126,2.04,0.04,0.489,0.033,0.094,0.648,0,0.16,0.32,50,Free,4,23.138,759,0.1,5.0
257,12508,0.15,2.44,0.05,0.53,0.03,0.103,0.707,0,0.24,0.38,50,Free,5,23.138,759,0.1,5.0
299,12913,0.182,1.98,0.07,0.558,0.034,0.122,0.723,0,0.42,0.36,50,Free,6,23.138,759,0.1,5.0
471,13601,0.21,3.98,0.07,0.535,0.027,0.129,0.794,0,0.2,0.34,50,Free,7,23.138,759,0.1,5.0
476,13806,0.244,3.92,0.09,0.566,0.022,0.141,0.845,0,0.56,0.58,50,Free,8,23.138,759,0.1,5.0
511,14171,0.27,4.5,0.05,0.542,0.03,0.161,0.814,0,0.38,0.42,50,Free,9,23.138,759,0.1,5.0
528,14474,0.303,4.72,0.26,0.535,0.035,0.182,0.805,0,0.48,0.36,50,Free,10,23.138,759,0.1,5.0
546,14744,0.335,6.28,0.08,0.517,0.04,0.201,0.8,0,0.5,0.54,50,Free,11,23.138,759,0.1,5.0
0,10587,0.0,0.02,0.03,0.445,0.022,0.022,0.0,0,0.0,0.0,50,Free,0,54.785,760,0.1,5.0
97,11024,0.034,0.6,0.2,0.528,0.05,0.066,0.244,0,0.12,0.14,50,Free,1,54.785,760,0.1,5.0
107,11173,0.064,0.42,0.15,0.51,0.025,0.056,0.557,0,0.12,0.14,50,Free,2,54.785,760,0.1,5.0
204,11415,0.093,1.08,0.08,0.472,0.025,0.071,0.642,0,0.46,0.3,50,Free,3,54.785,760,0.1,5.0
215,11547,0.122,0.5,0.1,0.45,0.024,0.084,0.711,0,0.42,0.38,50,Free,4,54.785,760,0.1,5.0
280,12058,0.151,0.96,0.17,0.618,0.036,0.109,0.668,0,0.48,0.28,50,Free,5,54.785,760,0.1,5.0
288,12446,0.182,2.26,0.46,0.565,0.053,0.139,0.622,0,0.54,0.42,50,Free,6,54.785,760,0.1,5.0
360,13063,0.21,2.0,0.09,0.595,0.04,0.141,0.714,0,0.5,0.6,50,Free,7,54.785,760,0.1,5.0
374,13348,0.243,2.46,0.07,0.58,0.041,0.158,0.739,0,0.28,0.5,50,Free,8,54.785,760,0.1,5.0
391,13714,0.276,3.86,0.42,0.506,0.051,0.182,0.719,0,0.48,0.52,50,Free,9,54.785,760,0.1,5.0
469,14080,0.305,2.72,0.18,0.548,0.035,0.183,0.806,0,0.48,0.42,50,Free,10,54.785,760,0.1,5.0
572,14812,0.337,5.94,0.15,0.504,0.036,0.198,0.819,0,0.14,0.48,50,Free,11,54.785,760,0.1,5.0
0,10632,0.0,0.16,0.19,0.571,0.044,0.044,0.0,0,0.04,0.02,50,Free,0,19.209,761,0.1,5.0
20,10931,0.03,0.32,0.07,0.554,0.043,0.057,0.254,0,0.02,0.14,50,Free,1,19.209,761,0.1,5.0
27,11047,0.062,1.34,0.22,0.539,0.042,0.071,0.415,0,0.34,0.3,50,Free,2,19.209,761,0.1,5.0
38,11374,0.091,1.3,0.2,0.554,0.05,0.093,0.464,0,0.06,0.26,50,Free,3,19.209,761,0.1,5.0
69,11817,0.128,0.72,0.11,0.593,0.035,0.096,0.641,0,0.04,0.18,50,Free,4,19.209,761,0.1,5.0
76,12032,0.154,0.92,0.08,0.59,0.03,0.104,0.716,0,0.06,0.24,50,Free,5,19.209,761,0.1,5.0
138,12774,0.185,2.48,0.4,0.552,0.05,0.138,0.636,0,0.18,0.4,50,Free,6,19.209,761,0.1,5.0
157,13302,0.212,3.28,0.24,0.549,0.04,0.141,0.719,0,0.22,0.44,50,Free,7,19.209,761,0.1,5.0
180,13517,0.241,3.42,0.05,0.562,0.024,0.141,0.833,0,0.4,0.4,50,Free,8,19.209,761,0.1,5.0
371,14549,0.273,4.06,0.07,0.538,0.036,0.167,0.786,0,0.46,0.42,50,Free,9,19.209,761,0.1,5.0
504,16018,0.302,4.3,0.52,0.58,0.067,0.208,0.676,0,0.24,0.6,50,Free,10,19.209,761,0.1,5.0
1162,19322,0.333,5.12,0.18,0.518,0.031,0.192,0.837,0,0.52,0.52,50,Free,11,19.209,761,0.1,5.0
0,10012,0.0,0.08,0.13,0.533,0.035,0.035,0.0,0,0.0,0.0,50,Free,0,34.055,762,0.1,5.0
38,10319,0.032,0.4,0.16,0.554,0.038,0.053,0.29,0,0.02,0.14,50,Free,1,34.055,762,0.1,5.0
70,10670,0.067,1.18,0.2,0.518,0.037,0.07,0.463,0,0.08,0.36,50,Free,2,34.055,762,0.1,5.0
94,10942,0.09,1.32,0.17,0.548,0.031,0.075,0.583,0,0.22,0.3,50,Free,3,34.055,762,0.1,5.0
138,11499,0.122,1.76,0.17,0.527,0.049,0.107,0.544,0,0.06,0.22,50,Free,4,34.055,762,0.1,5.0
146,11730,0.152,1.66,0.2,0.522,0.042,0.115,0.635,0,0.06,0.4,50,Free,5,34.055,762,0.1,5.0
196,12144,0.183,2.4,0.04,0.534,0.036,0.124,0.712,0,0.26,0.4,50,Free,6,34.055,762,0.1,5.0
203,12267,0.213,3.4,0.09,0.542,0.032,0.135,0.763,0,0.24,0.5,50,Free,7,34.055,762,0.1,5.0
219,12491,0.247,3.8,0.17,0.533,0.032,0.151,0.791,0,0.24,0.36,50,Free,8,34.055,762,0.1,5.0
232,12677,0.274,4.22,0.01,0.555,0.023,0.157,0.851,0,0.3,0.36,50,Free,9,34.055,762,0.1,5.0
273,12967,0.306,3.52,0.08,0.564,0.026,0.175,0.851,0,0.5,0.5,50,Free,10,34.055,762,0.1,5.0
505,14295,0.333,6.0,0.59,0.534,0.054,0.212,0.743,0,0.6,0.6,50,Free,11,34.055,762,0.1,5.0
0,10518,0.0,0.12,0.17,0.623,0.043,0.043,0.0,0,0.02,0.08,50,Free,0,25.421,763,0.1,5.0
47,10904,0.03,0.32,0.23,0.514,0.036,0.05,0.288,0,0.06,0.06,50,Free,1,25.421,763,0.1,5.0
66,11169,0.061,1.0,0.18,0.518,0.032,0.062,0.477,0,0.02,0.28,50,Free,2,25.421,763,0.1,5.0
124,11672,0.094,0.18,0.05,0.611,0.034,0.079,0.575,0,0.26,0.14,50,Free,3,25.421,763,0.1,5.0
152,12085,0.133,1.8,0.34,0.558,0.047,0.11,0.577,0,0.46,0.2,50,Free,4,25.421,763,0.1,5.0
229,12750,0.152,1.94,0.1,0.57,0.045,0.118,0.618,0,0.32,0.42,50,Free,5,25.421,763,0.1,5.0
271,13311,0.188,3.02,0.22,0.564,0.052,0.141,0.631,0,0.36,0.44,50,Free,6,25.421,763,0.1,5.0
279,13433,0.211,2.36,0.04,0.616,0.037,0.139,0.731,0,0.32,0.48,50,Free,7,25.421,763,0.1,5.0
304,13776,0.245,4.08,0.17,0.57,0.045,0.162,0.724,0,0.26,0.46,50,Free,8,25.421,763,0.1,5.0
312,14148,0.272,4.92,0.12,0.524,0.049,0.179,0.724,0,0.3,0.54,50,Free,9,25.421,763,0.1,5.0
326,14480,0.305,6.2,0.21,0.49,0.045,0.19,0.766,0,0.3,0.66,50,Free,10,25.421,763,0.1,5.0
329,14729,0.332,6.6,0.09,0.492,0.039,0.199,0.803,0,0.22,0.48,50,Free,11,25.421,763,0.1,5.0
0,11307,0.0,0.1,0.06,0.616,0.028,0.028,0.0,0,0.0,0.02,50,Free,0,26.754,764,0.1,5.0
72,11919,0.032,0.66,0.18,0.592,0.054,0.069,0.219,0,0.22,0.16,50,Free,1,26.754,764,0.1,5.0
132,12347,0.061,0.7,0.11,0.564,0.038,0.067,0.44,0,0.26,0.1,50,Free,2,26.754,764,0.1,5.0
225,12973,0.092,0.78,0.12,0.562,0.038,0.082,0.535,0,0.16,0.16,50,Free,3,26.754,764,0.1,5.0
256,13400,0.122,1.9,0.45,0.546,0.058,0.116,0.497,0,0.4,0.24,50,Free,4,26.754,764,0.1,5.0
271,13667,0.154,1.82,0.3,0.546,0.047,0.12,0.61,0,0.18,0.38,50,Free,5,26.754,764,0.1,5.0
283,14025,0.182,2.46,0.48,0.564,0.067,0.152,0.561,0,0.2,0.5,50,Free,6,26.754,764,0.1,5.0
398,14814,0.22,2.94,0.25,0.539,0.056,0.16,0.648,0,0.38,0.38,50,Free,7,26.754,764,0.1,5.0
403,15061,0.247,3.64,0.17,0.516,0.051,0.168,0.696,0,0.32,0.6,50,Free,8,26.754,764,0.1,5.0
410,15310,0.281,4.14,0.12,0.527,0.045,0.18,0.747,0,0.36,0.46,50,Free,9,26.754,764,0.1,5.0
417,15478,0.307,4.24,0.18,0.556,0.042,0.189,0.779,0,0.32,0.4,50,Free,10,26.754,764,0.1,5.0
661,16610,0.332,5.14,0.29,0.542,0.041,0.2,0.794,0,0.36,0.46,50,Free,11,26.754,764,0.1,5.0
0,10063,0.0,0.02,0.04,0.528,0.026,0.026,0.0,0,0.02,0.02,50,Free,0,41.757,765,0.1,5.0
26,10557,0.032,0.34,0.23,0.532,0.042,0.057,0.265,0,0.04,0.08,50,Free,1,41.757,765,0.1,5.0
40,10915,0.067,1.0,0.28,0.506,0.053,0.085,0.374,0,0.28,0.3,50,Free,2,41.757,765,0.1,5.0
57,11360,0.097,1.54,0.25,0.53,0.064,0.109,0.416,0,0.22,0.4,50,Free,3,41.757,765,0.1,5.0
66,11628,0.121,1.38,0.37,0.52,0.06,0.117,0.487,0,0.26,0.42,50,Free,4,41.757,765,0.1,5.0
123,12321,0.165,2.4,0.25,0.577,0.046,0.125,0.631,0,0.28,0.4,50,Free,5,41.757,765,0.1,5.0
157,12743,0.185,3.06,0.39,0.576,0.048,0.136,0.645,0,0.16,0.48,50,Free,6,41.757,765,0.1,5.0
169,12914,0.211,3.9,0.06,0.568,0.027,0.13,0.79,0,0.44,0.5,50,Free,7,41.757,765,0.1,5.0
188,13230,0.252,4.52,0.15,0.538,0.038,0.159,0.763,0,0.38,0.4,50,Free,8,41.757,765,0.1,5.0
190,13398,0.271,4.5,0.04,0.54,0.032,0.163,0.803,0,0.42,0.38,50,Free,9,41.757,765,0.1,5.0
239,13855,0.304,3.6,0.08,0.536,0.03,0.178,0.829,0,0.38,0.6,50,Free,10,41.757,765,0.1,5.0
247,14127,0.334,4.96,0.14,0.536,0.04,0.2,0.8,0,0.28,0.54,50,Free,11,41.757,765,0.1,5.0
0,10184,0.0,0.04,0.09,0.63,0.021,0.021,0.0,0,0.02,0.0,50,Free,0,40.95,766,0.1,5.0
43,10399,0.031,0.22,0.15,0.583,0.037,0.051,0.289,0,0.02,0.02,50,Free,1,40.95,766,0.1,5.0
78,10698,0.062,0.56,0.12,0.612,0.044,0.073,0.402,0,0.18,0.12,50,Free,2,40.95,766,0.1,5.0
89,10930,0.097,1.46,0.19,0.602,0.036,0.082,0.567,0,0.18,0.28,50,Free,3,40.95,766,0.1,5.0
116,11361,0.121,1.96,0.08,0.605,0.041,0.099,0.589,0,0.26,0.38,50,Free,4,40.95,766,0.1,5.0
144,11725,0.155,1.74,0.17,0.564,0.043,0.118,0.631,0,0.42,0.36,50,Free,5,40.95,766,0.1,5.0
320,12677,0.182,1.72,0.22,0.568,0.049,0.135,0.64,0,0.24,0.42,50,Free,6,40.95,766,0.1,5.0
362,12991,0.212,2.2,0.09,0.568,0.05,0.15,0.67,0,0.32,0.58,50,Free,7,40.95,766,0.1,5.0
369,13102,0.254,2.3,0.09,0.552,0.033,0.156,0.787,0,0.34,0.44,50,Free,8,40.95,766,0.1,5.0
402,13568,0.279,2.8,0.15,0.587,0.044,0.177,0.753,0,0.38,0.52,50,Free,9,40.95,766,0.1,5.0
405,13839,0.308,3.7,0.14,0.577,0.037,0.185,0.802,0,0.36,0.4,50,Free,10,40.95,766,0.1,5.0
455,14408,0.331,3.86,0.16,0.572,0.043,0.202,0.786,0,0.52,0.54,50,Free,11,40.95,766,0.1,5.0
0,9849,0.0,0.06,0.08,0.571,0.033,0.033,0.0,0,0.02,0.0,50,Free,0,25.495,767,0.1,5.0
42,10386,0.031,0.36,0.33,0.552,0.049,0.064,0.228,0,0.08,0.06,50,Free,1,25.495,767,0.1,5.0
55,10676,0.063,1.08,0.17,0.54,0.04,0.07,0.433,0,0.64,0.32,50,Free,2,25.495,767,0.1,5.0
116,11107,0.09,1.18,0.09,0.551,0.034,0.078,0.559,0,0.7,0.34,50,Free,3,25.495,767,0.1,5.0
184,11556,0.122,1.6,0.14,0.544,0.042,0.1,0.584,0,0.46,0.16,50,Free,4,25.495,767,0.1,5.0
212,11906,0.151,1.86,0.15,0.566,0.039,0.112,0.65,0,0.36,0.34,50,Free,5,25.495,767,0.1,5.0
357,12748,0.189,2.76,0.15,0.562,0.036,0.128,0.715,0,0.44,0.4,50,Free,6,25.495,767,0.1,5.0
368,12988,0.211,2.76,0.02,0.562,0.039,0.14,0.723,0,0.48,0.5,50,Free,7,25.495,767,0.1,5.0
379,13389,0.244,3.24,0.23,0.567,0.05,0.166,0.699,0,0.58,0.46,50,Free,8,25.495,767,0.1,5.0
386,13743,0.281,3.36,0.23,0.565,0.058,0.19,0.697,0,0.4,0.52,50,Free,9,25.495,767,0.1,5.0
529,14529,0.3,3.76,0.05,0.579,0.03,0.176,0.828,0,0.4,0.54,50,Free,10,25.495,767,0.1,5.0
593,14995,0.337,3.94,0.25,0.564,0.033,0.196,0.831,0,0.28,0.36,50,Free,11,25.495,767,0.1,5.0
0,10506,0.0,0.06,0.04,0.481,0.038,0.038,0.0,0,0.02,0.04,50,Free,0,35.245,768,0.1,5.0
32,10785,0.037,0.74,0.14,0.526,0.035,0.053,0.34,0,0.16,0.24,50,Free,1,35.245,768,0.1,5.0
190,11748,0.066,0.72,0.19,0.535,0.053,0.084,0.367,0,0.1,0.18,50,Free,2,35.245,768,0.1,5.0
198,11968,0.093,0.66,0.12,0.54,0.036,0.081,0.554,0,0.18,0.18,50,Free,3,35.245,768,0.1,5.0
283,12494,0.122,1.6,0.09,0.589,0.03,0.089,0.661,0,0.12,0.34,50,Free,4,35.245,768,0.1,5.0
300,12826,0.151,2.5,0.08,0.59,0.042,0.115,0.633,0,0.16,0.4,50,Free,5,35.245,768,0.1,5.0
426,13491,0.185,2.1,0.14,0.58,0.043,0.132,0.672,0,0.42,0.36,50,Free,6,35.245,768,0.1,5.0
498,14224,0.215,3.58,0.14,0.578,0.034,0.137,0.754,0,0.3,0.4,50,Free,7,35.245,768,0.1,5.0
505,14395,0.24,4.08,0.1,0.532,0.026,0.143,0.82,0,0.32,0.4,50,Free,8,35.245,768,0.1,5.0
517,14589,0.275,3.94,0.1,0.542,0.027,0.161,0.831,0,0.24,0.36,50,Free,9,35.245,768,0.1,5.0
550,14996,0.301,4.34,0.18,0.553,0.038,0.183,0.793,0,0.38,0.4,50,Free,10,35.245,768,0.1,5.0
816,16239,0.334,4.46,0.02,0.577,0.018,0.181,0.903,0,0.68,0.52,50,Free,11,35.245,768,0.1,5.0
0,10288,0.0,0.0,0.01,0.465,0.015,0.015,0.0,0,0.0,0.0,50,Free,0,22.663,769,0.1,5.0
63,10637,0.034,0.46,0.04,0.461,0.031,0.047,0.353,0,0.04,0.14,50,Free,1,22.663,769,0.1,5.0
89,10894,0.062,0.52,0.05,0.514,0.041,0.071,0.417,0,0.06,0.14,50,Free,2,22.663,769,0.1,5.0
143,11279,0.096,1.04,0.08,0.489,0.027,0.074,0.631,0,0.12,0.26,50,Free,3,22.663,769,0.1,5.0
201,11704,0.121,0.8,0.31,0.548,0.038,0.097,0.602,0,0.2,0.12,50,Free,4,22.663,769,0.1,5.0
262,12075,0.157,1.8,0.09,0.528,0.027,0.103,0.741,0,0.22,0.3,50,Free,5,22.663,769,0.1,5.0
347,12711,0.183,2.8,0.18,0.549,0.041,0.128,0.683,0,0.34,0.38,50,Free,6,22.663,769,0.1,5.0
369,13109,0.216,2.14,0.05,0.554,0.036,0.14,0.744,0,0.42,0.36,50,Free,7,22.663,769,0.1,5.0
386,13339,0.241,1.38,0.12,0.592,0.024,0.142,0.832,0,0.38,0.36,50,Free,8,22.663,769,0.1,5.0
588,14492,0.272,3.32,0.2,0.514,0.04,0.171,0.765,0,0.34,0.48,50,Free,9,22.663,769,0.1,5.0
599,14678,0.305,4.34,0.16,0.514,0.04,0.186,0.786,0,0.2,0.58,50,Free,10,22.663,769,0.1,5.0
618,14983,0.335,4.34,0.06,0.525,0.029,0.192,0.847,0,0.16,0.7,50,Free,11,22.663,769,0.1,5.0
0,10994,0.0,0.1,0.12,0.587,0.035,0.035,0.0,0,0.04,0.0,50,Free,0,18.401,770,0.1,5.0
57,11399,0.033,0.08,0.06,0.547,0.041,0.057,0.277,0,0.0,0.02,50,Free,1,18.401,770,0.1,5.0
117,11858,0.064,0.9,0.05,0.54,0.036,0.066,0.465,0,0.04,0.18,50,Free,2,18.401,770,0.1,5.0
153,12234,0.097,2.5,0.18,0.508,0.038,0.085,0.549,0,0.34,0.34,50,Free,3,18.401,770,0.1,5.0
222,12719,0.121,1.88,0.01,0.55,0.034,0.093,0.633,0,0.64,0.44,50,Free,4,18.401,770,0.1,5.0
243,13041,0.155,2.3,0.14,0.526,0.032,0.107,0.701,0,0.68,0.5,50,Free,5,18.401,770,0.1,5.0
358,13850,0.181,2.68,0.1,0.542,0.033,0.12,0.728,0,0.24,0.5,50,Free,6,18.401,770,0.1,5.0
409,14237,0.211,2.28,0.09,0.619,0.032,0.134,0.762,0,0.16,0.54,50,Free,7,18.401,770,0.1,5.0
610,15640,0.24,3.18,0.17,0.553,0.045,0.159,0.72,0,0.5,0.42,50,Free,8,18.401,770,0.1,5.0
677,16150,0.276,3.98,0.16,0.522,0.035,0.169,0.79,0,0.52,0.38,50,Free,9,18.401,770,0.1,5.0
916,17957,0.302,4.18,0.28,0.538,0.054,0.197,0.726,0,0.62,0.4,50,Free,10,18.401,770,0.1,5.0
947,18357,0.33,4.46,0.07,0.554,0.037,0.196,0.813,0,0.64,0.54,50,Free,11,18.401,770,0.1,5.0
0,10809,0.0,0.0,0.0,0.483,0.021,0.021,0.0,0,0.0,0.0,50,Free,0,20.524,771,0.1,5.0
10,11041,0.03,0.08,0.05,0.493,0.03,0.045,0.331,0,0.0,0.0,50,Free,1,20.524,771,0.1,5.0
53,11357,0.063,0.8,0.06,0.524,0.044,0.074,0.402,0,0.2,0.16,50,Free,2,20.524,771,0.1,5.0
63,11600,0.093,0.96,0.11,0.534,0.051,0.095,0.464,0,0.36,0.34,50,Free,3,20.524,771,0.1,5.0
74,11740,0.121,1.42,0.06,0.541,0.029,0.087,0.67,0,0.3,0.38,50,Free,4,20.524,771,0.1,5.0
221,12409,0.153,2.44,0.17,0.511,0.031,0.105,0.706,0,0.4,0.44,50,Free,5,20.524,771,0.1,5.0
270,12750,0.18,2.54,0.21,0.506,0.032,0.119,0.731,0,0.58,0.38,50,Free,6,20.524,771,0.1,5.0
316,13058,0.216,2.94,0.22,0.474,0.032,0.137,0.764,0,0.58,0.38,50,Free,7,20.524,771,0.1,5.0
330,13457,0.244,3.58,0.25,0.521,0.048,0.164,0.709,0,0.46,0.46,50,Free,8,20.524,771,0.1,5.0
408,14190,0.271,3.32,0.17,0.564,0.04,0.17,0.764,0,0.34,0.52,50,Free,9,20.524,771,0.1,5.0
655,15457,0.305,4.5,0.05,0.55,0.034,0.182,0.811,0,0.4,0.6,50,Free,10,20.524,771,0.1,5.0
1209,18733,0.335,4.58,0.17,0.548,0.042,0.202,0.792,0,0.22,0.52,50,Free,11,20.524,771,0.1,5.0
0,10057,0.0,0.1,0.13,0.569,0.036,0.036,0.0,0,0.0,0.0,50,Free,0,35.576,772,0.1,5.0
30,10402,0.03,0.32,0.09,0.547,0.036,0.051,0.284,0,0.1,0.02,50,Free,1,35.576,772,0.1,5.0
64,10751,0.063,0.44,0.08,0.54,0.029,0.059,0.516,0,0.18,0.12,50,Free,2,35.576,772,0.1,5.0
73,11018,0.093,0.64,0.23,0.532,0.032,0.077,0.583,0,0.24,0.36,50,Free,3,35.576,772,0.1,5.0
90,11250,0.121,1.24,0.11,0.594,0.038,0.096,0.608,0,0.22,0.38,50,Free,4,35.576,772,0.1,5.0
117,11607,0.16,1.76,0.07,0.571,0.042,0.118,0.648,0,0.22,0.36,50,Free,5,35.576,772,0.1,5.0
128,11836,0.18,2.28,0.09,0.546,0.039,0.125,0.691,0,0.24,0.38,50,Free,6,35.576,772,0.1,5.0
139,12139,0.21,2.34,0.24,0.532,0.041,0.142,0.711,0,0.12,0.44,50,Free,7,35.576,772,0.1,5.0
328,13125,0.241,2.7,0.09,0.57,0.034,0.15,0.773,0,0.38,0.52,50,Free,8,35.576,772,0.1,5.0
355,13548,0.274,4.16,0.26,0.55,0.04,0.172,0.765,0,0.22,0.38,50,Free,9,35.576,772,0.1,5.0
592,14766,0.306,2.94,0.05,0.571,0.03,0.179,0.83,0,0.4,0.46,50,Free,10,35.576,772,0.1,5.0
678,15636,0.334,5.0,0.2,0.588,0.052,0.211,0.751,0,0.38,0.4,50,Free,11,35.576,772,0.1,5.0
0,10741,0.0,0.26,0.15,0.539,0.038,0.038,0.0,0,0.04,0.04,50,Free,0,17.393,773,0.1,5.0
21,11113,0.032,0.5,0.15,0.562,0.05,0.066,0.232,0,0.08,0.22,50,Free,1,17.393,773,0.1,5.0
104,11736,0.06,0.84,0.16,0.574,0.051,0.079,0.361,0,0.14,0.18,50,Free,2,17.393,773,0.1,5.0
151,12306,0.096,1.34,0.23,0.613,0.06,0.105,0.428,0,0.14,0.32,50,Free,3,17.393,773,0.1,5.0
154,12564,0.12,1.42,0.23,0.61,0.056,0.112,0.506,0,0.16,0.28,50,Free,4,17.393,773,0.1,5.0
198,12866,0.152,1.14,0.11,0.636,0.041,0.114,0.643,0,0.1,0.32,50,Free,5,17.393,773,0.1,5.0
318,13448,0.182,1.22,0.1,0.609,0.026,0.115,0.772,0,0.16,0.4,50,Free,6,17.393,773,0.1,5.0
348,13901,0.211,2.16,0.23,0.584,0.051,0.151,0.665,0,0.14,0.48,50,Free,7,17.393,773,0.1,5.0
507,14804,0.24,2.84,0.01,0.589,0.032,0.149,0.782,0,0.6,0.34,50,Free,8,17.393,773,0.1,5.0
556,15308,0.274,3.56,0.15,0.558,0.039,0.17,0.771,0,0.46,0.48,50,Free,9,17.393,773,0.1,5.0
566,15650,0.302,3.64,0.28,0.575,0.044,0.188,0.767,0,0.32,0.38,50,Free,10,17.393,773,0.1,5.0
608,15960,0.33,4.24,0.06,0.538,0.025,0.186,0.863,0,0.7,0.48,50,Free,11,17.393,773,0.1,5.0
0,10021,0.0,0.32,0.36,0.543,0.057,0.057,0.0,0,0.06,0.1,50,Free,0,21.814,774,0.1,5.0
52,10361,0.03,0.14,0.04,0.581,0.031,0.046,0.318,0,0.02,0.0,50,Free,1,21.814,774,0.1,5.0
88,10883,0.065,0.6,0.24,0.529,0.053,0.084,0.365,0,0.14,0.18,50,Free,2,21.814,774,0.1,5.0
158,11698,0.092,1.02,0.25,0.548,0.047,0.091,0.481,0,0.26,0.18,50,Free,3,21.814,774,0.1,5.0
215,12268,0.128,1.48,0.09,0.536,0.042,0.103,0.596,0,0.2,0.28,50,Free,4,21.814,774,0.1,5.0
323,12972,0.156,2.1,0.07,0.527,0.024,0.101,0.758,0,0.26,0.42,50,Free,5,21.814,774,0.1,5.0
446,13811,0.181,1.7,0.26,0.538,0.039,0.126,0.692,0,0.12,0.42,50,Free,6,21.814,774,0.1,5.0
637,14784,0.213,2.7,0.05,0.512,0.034,0.137,0.751,0,0.46,0.32,50,Free,7,21.814,774,0.1,5.0
656,15223,0.251,3.28,0.23,0.538,0.047,0.167,0.716,0,0.56,0.42,50,Free,8,21.814,774,0.1,5.0
689,15667,0.272,3.52,0.19,0.51,0.043,0.173,0.753,0,0.4,0.42,50,Free,9,21.814,774,0.1,5.0
702,16052,0.301,4.08,0.15,0.533,0.03,0.176,0.829,0,0.38,0.5,50,Free,10,21.814,774,0.1,5.0
831,16581,0.331,4.36,0.11,0.54,0.041,0.2,0.794,0,0.56,0.36,50,Free,11,21.814,774,0.1,5.0
0,10124,0.0,0.26,0.22,0.563,0.039,0.039,0.0,0,0.06,0.06,50,Free,0,29.361,775,0.1,5.0
21,10346,0.034,0.36,0.16,0.557,0.039,0.055,0.292,0,0.14,0.08,50,Free,1,29.361,775,0.1,5.0
36,10506,0.061,0.5,0.09,0.504,0.023,0.053,0.566,0,0.06,0.18,50,Free,2,29.361,775,0.1,5.0
70,10785,0.092,0.96,0.11,0.518,0.029,0.074,0.602,0,0.08,0.3,50,Free,3,29.361,775,0.1,5.0
95,10999,0.122,1.42,0.19,0.526,0.04,0.098,0.595,0,0.24,0.32,50,Free,4,29.361,775,0.1,5.0
166,11261,0.151,1.58,0.04,0.509,0.02,0.093,0.79,0,0.0,0.58,50,Free,5,29.361,775,0.1,5.0
244,11742,0.18,2.64,0.17,0.44,0.034,0.121,0.718,0,0.36,0.58,50,Free,6,29.361,775,0.1,5.0
262,11986,0.212,3.36,0.06,0.448,0.03,0.133,0.773,0,0.42,0.54,50,Free,7,29.361,775,0.1,5.0
300,12292,0.244,4.7,0.05,0.509,0.023,0.142,0.835,0,0.5,0.56,50,Free,8,29.361,775,0.1,5.0
358,12635,0.276,4.08,0.22,0.52,0.041,0.174,0.762,0,0.24,0.56,50,Free,9,29.361,775,0.1,5.0
429,13268,0.306,5.34,0.02,0.552,0.035,0.183,0.81,0,0.3,0.46,50,Free,10,29.361,775,0.1,5.0
449,13561,0.333,5.46,0.26,0.55,0.043,0.202,0.787,0,0.5,0.62,50,Free,11,29.361,775,0.1,5.0
0,10341,0.0,0.06,0.02,0.601,0.037,0.037,0.0,0,0.02,0.0,50,Free,0,21.688,776,0.1,5.0
28,10676,0.031,0.18,0.0,0.587,0.014,0.029,0.523,0,0.04,0.08,50,Free,1,21.688,776,0.1,5.0
64,10977,0.07,1.22,0.24,0.532,0.043,0.076,0.438,0,0.18,0.3,50,Free,2,21.688,776,0.1,5.0
92,11395,0.093,1.86,0.12,0.556,0.035,0.08,0.565,0,0.48,0.3,50,Free,3,21.688,776,0.1,5.0
122,11868,0.121,1.94,0.22,0.567,0.052,0.109,0.526,0,0.42,0.42,50,Free,4,21.688,776,0.1,5.0
156,12251,0.151,2.0,0.08,0.58,0.039,0.112,0.649,0,0.44,0.42,50,Free,5,21.688,776,0.1,5.0
169,12593,0.183,2.68,0.13,0.569,0.054,0.141,0.614,0,0.3,0.52,50,Free,6,21.688,776,0.1,5.0
180,12813,0.215,2.9,0.23,0.566,0.053,0.155,0.656,0,0.32,0.5,50,Free,7,21.688,776,0.1,5.0
183,13088,0.24,3.84,0.11,0.552,0.046,0.161,0.711,0,0.46,0.48,50,Free,8,21.688,776,0.1,5.0
468,14203,0.279,4.16,0.34,0.571,0.051,0.184,0.721,0,0.24,0.44,50,Free,9,21.688,776,0.1,5.0
568,14876,0.302,4.48,0.13,0.599,0.037,0.182,0.798,0,0.42,0.56,50,Free,10,21.688,776,0.1,5.0
623,15438,0.332,4.9,0.14,0.56,0.045,0.203,0.779,0,0.46,0.56,50,Free,11,21.688,776,0.1,5.0
0,10160,0.0,0.18,0.1,0.502,0.035,0.035,0.0,0,0.04,0.04,50,Free,0,38.541,777,0.1,5.0
27,10426,0.031,0.16,0.08,0.592,0.028,0.043,0.351,0,0.12,0.04,50,Free,1,38.541,777,0.1,5.0
39,10694,0.065,0.62,0.09,0.556,0.03,0.061,0.518,0,0.08,0.18,50,Free,2,38.541,777,0.1,5.0
